creative_id,campaign_id,advertiser_name,app_name,vertical,format,width,height,language,creative_launch_date,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,duration_sec,text_density,copy_length_chars,readability_score,brand_visibility_score,clutter_score,novelty_score,motion_score,faces_count,product_count,has_price,has_discount_badge,has_gameplay,has_ugc_style,asset_file
500553,20092,NovaPay,NovaPay Pay,fintech,native,320,320,it,2026-01-22,minimalist,security,Watch now,Secure & simple,Built for peace of mind,white,urgent,0,0.662,46,0.805,0.889,0.454,0.288,0.21,3,2,0,0,0,1,assets/creative_500553.png
500554,20092,NovaPay,NovaPay Pay,fintech,native,320,320,it,2026-01-30,testimonial,cashback,Start now,"Your money, clearer",Built for peace of mind,blue,premium,0,0.05,69,0.751,0.704,0.201,0.52,0.211,2,3,0,0,0,1,assets/creative_500554.png
500555,20092,NovaPay,NovaPay Pay,fintech,interstitial,360,640,es,2026-01-14,fantasy,2-for-1,Install now,"Your money, clearer",Built for peace of mind,blue,excited,0,0.499,40,0.99,0.898,0.162,0.414,0.158,0,1,0,0,0,0,assets/creative_500555.png
500556,20092,NovaPay,NovaPay Pay,fintech,interstitial,360,640,fr,2026-01-25,trust,security,Shop now,Earn cashback daily,Built for peace of mind,white,urgent,0,0.499,67,0.989,0.772,0.02,0.641,0.372,0,2,0,0,0,0,assets/creative_500556.png
500557,20092,NovaPay,NovaPay Pay,fintech,native,320,320,fr,2026-01-21,drama,earn more,Install now,Secure & simple,Built for peace of mind,orange,adventurous,0,0.426,44,0.899,0.804,0.302,0.348,0.313,1,0,0,0,0,1,assets/creative_500557.png
500558,20093,RouteBloom,RouteBloom Travel,travel,interstitial,360,640,es,2026-01-31,celebrity,escape,Order now,Book your next trip,Hotels + flights in one tap,white,premium,12,0.149,93,0.898,0.474,0.226,0.595,0.627,3,1,1,0,0,1,assets/creative_500558.png
500559,20093,RouteBloom,RouteBloom Travel,travel,interstitial,360,640,es,2026-01-26,testimonial,free shipping,Order now,Book your next trip,Special fares today,purple,urgent,5,0.233,52,0.775,0.616,0.239,0.637,0.727,3,1,1,1,0,0,assets/creative_500559.png
500560,20093,RouteBloom,RouteBloom Travel,travel,rewarded_video,360,640,it,2026-01-28,discount,last-minute deal,Learn more,Last-minute savings,Special fares today,blue,calm,6,0.95,68,0.865,0.539,0.12,0.602,0.427,1,1,1,0,0,0,assets/creative_500560.png
500561,20093,RouteBloom,RouteBloom Travel,travel,interstitial,360,640,it,2026-01-25,discount,book now,Order now,Book your next trip,Special fares today,white,playful,8,0.269,73,0.703,0.391,0.221,0.796,0.523,1,0,0,1,0,1,assets/creative_500561.png
500562,20093,RouteBloom,RouteBloom Travel,travel,rewarded_video,360,640,es,2026-01-24,ugc,discover,Book now,Dream destinations await,Hotels + flights in one tap,teal,premium,6,0.366,58,0.702,0.39,0.337,0.723,0.419,1,2,0,1,0,0,assets/creative_500562.png
500563,20093,RouteBloom,RouteBloom Travel,travel,rewarded_video,360,640,it,2026-01-16,family,book now,Learn more,Book your next trip,Special fares today,orange,premium,10,0.446,80,0.804,0.617,0.124,0.792,0.716,1,1,1,1,0,1,assets/creative_500563.png
500564,20094,CraveLoop,CraveLoop Express,food_delivery,banner,320,480,de,2026-02-03,food-closeup,fast,Learn more,"Fast food, fast",Fresh favorites nearby,yellow,playful,0,0.786,90,0.661,0.515,0.232,0.591,0.459,0,2,1,0,0,0,assets/creative_500564.png
500565,20094,CraveLoop,CraveLoop Express,food_delivery,native,320,320,en,2026-01-28,feature-focus,fast,Learn more,"Fast food, fast",Fresh favorites nearby,red,excited,0,0.329,54,0.975,0.425,0.279,0.912,0.338,1,2,0,1,0,1,assets/creative_500565.png
500566,20094,CraveLoop,CraveLoop Express,food_delivery,native,320,320,ja,2026-01-30,ugc,late-night,Order now,"Fast food, fast",Late-night deals available,orange,calm,0,0.419,42,0.99,0.529,0.44,0.909,0.307,0,2,1,0,0,0,assets/creative_500566.png
500567,20094,CraveLoop,CraveLoop Express,food_delivery,banner,320,480,ja,2026-01-23,destination,fast,Order now,Hungry? We got you,Free delivery over $15,orange,playful,0,0.579,43,0.785,0.377,0.257,0.393,0.399,0,3,0,0,0,0,assets/creative_500567.png
500568,20094,CraveLoop,CraveLoop Express,food_delivery,native,320,320,ja,2026-01-28,discount,2-for-1,Install now,"Fast food, fast",Fresh favorites nearby,purple,trustworthy,0,0.547,32,0.71,0.452,0.466,0.407,0.691,1,4,1,0,0,0,assets/creative_500568.png
500569,20094,CraveLoop,CraveLoop Express,food_delivery,native,320,320,ja,2026-02-01,combo,discover,Claim reward,Hungry? We got you,Late-night deals available,orange,calm,0,0.224,47,0.897,0.544,0.114,0.476,0.573,1,4,0,1,0,0,assets/creative_500569.png
500570,20095,NeonCast,NeonCast Stream,entertainment,native,320,320,en,2026-01-15,reward,trending,Get offer,Exclusive tonight,Cancel anytime,blue,premium,0,0.588,29,0.651,0.356,0.152,0.99,0.713,1,0,0,0,0,0,assets/creative_500570.png
500571,20095,NeonCast,NeonCast Stream,entertainment,banner,320,480,es,2026-01-12,celebrity,save smarter,Try for free,Binge starts now,Start free today,lime,trustworthy,0,0.288,25,0.589,0.302,0.458,0.901,0.495,1,0,0,0,0,1,assets/creative_500571.png
500572,20095,NeonCast,NeonCast Stream,entertainment,interstitial,360,640,es,2026-01-04,celebrity,watch now,Shop now,A new season drops,Start free today,red,urgent,5,0.113,59,0.695,0.439,0.343,0.99,0.473,1,0,0,0,0,0,assets/creative_500572.png
500573,20095,NeonCast,NeonCast Stream,entertainment,rewarded_video,360,640,es,2026-01-08,celebrity,trending,Start now,Watch what’s trending,Cancel anytime,blue,urgent,10,0.339,33,0.823,0.468,0.385,0.558,0.745,0,1,0,0,1,0,assets/creative_500573.png
500574,20095,NeonCast,NeonCast Stream,entertainment,interstitial,360,640,en,2026-01-19,wanderlust,exclusive,Get offer,Binge starts now,Cancel anytime,purple,trustworthy,5,0.597,47,0.888,0.644,0.61,0.857,0.875,1,1,0,0,0,1,assets/creative_500574.png
500575,20095,NeonCast,NeonCast Stream,entertainment,interstitial,360,640,en,2026-01-03,testimonial,watch now,Shop now,Watch what’s trending,New hits every week,blue,adventurous,12,0.179,42,0.99,0.593,0.108,0.901,0.69,1,1,0,0,0,0,assets/creative_500575.png
500576,20096,GlitchWave,GlitchWave Legends,gaming,interstitial,360,640,fr,2026-01-28,fantasy,free rewards,Claim reward,Beat your rivals,Play with friends tonight,lime,premium,12,0.754,49,0.716,0.421,0.274,0.703,0.88,0,1,0,0,0,0,assets/creative_500576.png
500577,20096,GlitchWave,GlitchWave Legends,gaming,playable,360,640,en,2026-01-26,minimalist,cashback,Learn more,Beat your rivals,Free rewards for new players,purple,adventurous,20,0.185,53,0.697,0.447,0.355,0.638,0.792,0,2,0,0,0,1,assets/creative_500577.png
500578,20096,GlitchWave,GlitchWave Legends,gaming,interstitial,360,640,en,2026-01-20,fantasy,free rewards,Learn more,Win epic rewards,Play with friends tonight,purple,urgent,12,0.085,51,0.714,0.567,0.4,0.827,0.916,0,1,0,1,0,0,assets/creative_500578.png
500579,20096,GlitchWave,GlitchWave Legends,gaming,interstitial,360,640,fr,2026-02-02,fantasy,free rewards,Start now,Unlock rare gear,No ads in first week,lime,adventurous,8,0.463,56,0.65,0.561,0.377,0.99,1.0,1,0,0,0,0,1,assets/creative_500579.png
500580,20096,GlitchWave,GlitchWave Legends,gaming,rewarded_video,360,640,en,2026-02-06,reward,book now,Start now,Win epic rewards,No ads in first week,purple,playful,30,0.357,55,0.754,0.98,0.449,0.495,1.0,0,1,0,0,0,0,assets/creative_500580.png
500581,20096,GlitchWave,GlitchWave Legends,gaming,interstitial,360,640,en,2026-02-05,reward,competition,Claim reward,Beat your rivals,Free rewards for new players,lime,trustworthy,5,0.262,16,0.634,0.711,0.427,0.47,0.867,0,1,0,0,0,0,assets/creative_500581.png
500582,20097,LuxShelf,LuxShelf Outlet,ecommerce,banner,320,480,es,2026-01-04,product-focus,free shipping,Try for free,Your next favorite pick,Only this weekend,purple,playful,0,0.72,61,0.854,0.713,0.124,0.71,0.604,2,2,1,1,0,1,assets/creative_500582.png
500583,20097,LuxShelf,LuxShelf Outlet,ecommerce,interstitial,360,640,it,2026-01-14,testimonial,new collection,Claim reward,Flash sale live,Shop bestsellers now,lime,playful,12,0.504,67,0.777,0.828,0.246,0.637,0.374,2,2,1,1,0,0,assets/creative_500583.png
500584,20097,LuxShelf,LuxShelf Outlet,ecommerce,native,320,320,it,2026-01-08,combo,new collection,Book now,New collection drop,Shop bestsellers now,red,excited,0,0.658,44,0.74,0.527,0.383,0.982,0.428,0,1,1,1,0,1,assets/creative_500584.png
500585,20097,LuxShelf,LuxShelf Outlet,ecommerce,rewarded_video,360,640,en,2026-01-10,testimonial,free shipping,Book now,New collection drop,Shop bestsellers now,teal,adventurous,20,0.653,61,0.843,0.578,0.295,0.666,0.424,2,3,1,0,0,1,assets/creative_500585.png
500586,20097,LuxShelf,LuxShelf Outlet,ecommerce,native,320,320,es,2026-01-17,urgency,cashback,Order now,Your next favorite pick,Only this weekend,blue,adventurous,0,0.607,62,0.99,0.572,0.45,0.571,0.509,0,1,1,1,0,0,assets/creative_500586.png
500587,20097,LuxShelf,LuxShelf Outlet,ecommerce,interstitial,360,640,es,2026-01-17,product-focus,challenge,Book now,Your next favorite pick,Shop bestsellers now,lime,premium,12,0.604,81,0.916,0.598,0.451,0.412,0.42,0,3,1,0,0,1,assets/creative_500587.png
500588,20098,ClearLedger,ClearLedger Wallet,fintech,banner,320,480,en,2026-01-15,testimonial,earn more,Claim reward,Secure & simple,"Fast signup, instant card",orange,adventurous,0,0.262,35,0.925,0.695,0.379,0.152,0.14,0,0,1,0,0,0,assets/creative_500588.png
500589,20098,ClearLedger,ClearLedger Wallet,fintech,banner,320,480,en,2026-01-28,trust,earn more,Order now,Earn cashback daily,"Fast signup, instant card",orange,calm,0,0.527,72,0.915,0.309,0.02,0.52,0.364,0,2,0,0,0,0,assets/creative_500589.png
500590,20098,ClearLedger,ClearLedger Wallet,fintech,banner,320,480,en,2026-01-15,discount,security,Try for free,Track every euro,No hidden fees,green,calm,0,0.74,96,0.884,0.624,0.47,0.442,0.185,1,2,1,0,0,0,assets/creative_500590.png
500591,20098,ClearLedger,ClearLedger Wallet,fintech,native,320,320,en,2026-01-12,feature-focus,security,Shop now,"Your money, clearer",No hidden fees,blue,excited,0,0.712,62,0.834,0.625,0.02,0.193,0.283,0,1,1,0,0,0,assets/creative_500591.png
500592,20098,ClearLedger,ClearLedger Wallet,fintech,rewarded_video,360,640,en,2026-01-20,fantasy,new collection,Start now,"Your money, clearer","Fast signup, instant card",white,playful,10,0.285,68,0.989,0.684,0.066,0.17,0.411,0,1,0,1,0,0,assets/creative_500592.png
500593,20098,ClearLedger,ClearLedger Wallet,fintech,interstitial,360,640,en,2026-01-22,feature-focus,save smarter,Shop now,Earn cashback daily,"Fast signup, instant card",blue,calm,12,0.81,81,0.947,0.548,0.346,0.598,0.129,0,1,0,0,0,0,assets/creative_500593.png
500594,20099,WayPoint,WayPoint Travel,travel,native,320,320,it,2026-02-01,family,escape,Try for free,Escape this weekend,Hotels + flights in one tap,white,premium,0,0.61,40,0.78,0.407,0.23,0.694,0.824,1,1,1,1,0,0,assets/creative_500594.png
500595,20099,WayPoint,WayPoint Travel,travel,rewarded_video,360,640,ja,2026-02-01,destination,book now,Start now,Dream destinations await,Special fares today,orange,urgent,20,0.402,60,0.817,0.795,0.138,0.724,0.551,2,1,1,0,0,1,assets/creative_500595.png
500596,20099,WayPoint,WayPoint Travel,travel,rewarded_video,360,640,it,2026-01-21,minimalist,2-for-1,Watch now,Escape this weekend,Special fares today,purple,playful,6,0.22,39,0.821,0.576,0.237,0.585,0.325,0,2,0,1,0,0,assets/creative_500596.png
500597,20099,WayPoint,WayPoint Travel,travel,interstitial,360,640,fr,2026-02-02,discount,last-minute deal,Get offer,Last-minute savings,Hotels + flights in one tap,purple,excited,5,0.268,49,0.724,0.56,0.419,0.686,0.594,0,2,0,1,0,1,assets/creative_500597.png
500598,20099,WayPoint,WayPoint Travel,travel,interstitial,360,640,it,2026-01-28,discount,last-minute deal,Shop now,Book your next trip,Special fares today,teal,adventurous,5,0.511,68,0.764,0.818,0.172,0.934,0.448,0,0,1,1,0,0,assets/creative_500598.png
500599,20099,WayPoint,WayPoint Travel,travel,rewarded_video,360,640,ja,2026-01-27,destination,discover,Shop now,Last-minute savings,Special fares today,blue,premium,30,0.202,68,0.822,0.936,0.243,0.396,0.374,0,1,1,0,0,0,assets/creative_500599.png
500600,20100,QuickFork,QuickFork Kitchen,food_delivery,interstitial,360,640,en,2026-01-20,discount,late-night,Learn more,Hungry? We got you,Free delivery over $15,orange,premium,12,0.584,48,0.7,0.485,0.503,0.508,0.634,0,2,1,0,0,0,assets/creative_500600.png
500601,20100,QuickFork,QuickFork Kitchen,food_delivery,interstitial,360,640,en,2026-01-21,discount,2-for-1,Shop now,2-for-1 tonight,Fresh favorites nearby,purple,adventurous,0,0.331,90,0.812,0.5,0.32,0.599,0.345,0,2,1,1,0,0,assets/creative_500601.png
500602,20100,QuickFork,QuickFork Kitchen,food_delivery,rewarded_video,360,640,ja,2026-01-07,gameplay,fast,Book now,Hungry? We got you,Fresh favorites nearby,red,excited,6,0.236,47,0.99,0.57,0.187,0.66,0.296,0,1,0,0,0,0,assets/creative_500602.png
500603,20100,QuickFork,QuickFork Kitchen,food_delivery,interstitial,360,640,ja,2026-01-11,urgency,fast,Book now,Dinner in minutes,Fresh favorites nearby,orange,calm,0,0.434,39,0.959,0.671,0.271,0.24,0.442,0,3,1,1,0,0,assets/creative_500603.png
500604,20100,QuickFork,QuickFork Kitchen,food_delivery,native,320,320,ja,2026-01-21,gameplay,cashback,Start now,Dinner in minutes,Fresh favorites nearby,purple,premium,0,0.739,70,0.769,0.632,0.429,0.404,0.353,2,3,0,1,0,1,assets/creative_500604.png
500605,20100,QuickFork,QuickFork Kitchen,food_delivery,banner,320,480,ja,2026-01-23,fantasy,cashback,Learn more,Dinner in minutes,Late-night deals available,red,trustworthy,0,0.811,52,0.861,0.575,0.045,0.297,0.568,2,1,1,1,0,0,assets/creative_500605.png
500606,20101,BingeLayer,BingeLayer Plus,entertainment,native,320,320,en,2026-01-17,discount,trending,Install now,A new season drops,New hits every week,purple,trustworthy,0,0.291,38,0.806,0.278,0.339,0.885,0.761,0,0,0,0,0,0,assets/creative_500606.png
500607,20101,BingeLayer,BingeLayer Plus,entertainment,interstitial,360,640,en,2026-01-27,ugc,trending,Claim reward,Stream the hype,Cancel anytime,lime,adventurous,0,0.443,20,0.755,0.489,0.204,0.696,0.738,1,2,0,0,0,1,assets/creative_500607.png
500608,20101,BingeLayer,BingeLayer Plus,entertainment,native,320,320,en,2026-01-24,family,exclusive,Start now,Watch what’s trending,Cancel anytime,red,premium,0,0.294,57,0.681,0.524,0.505,0.795,0.858,2,0,0,0,0,0,assets/creative_500608.png
500609,20101,BingeLayer,BingeLayer Plus,entertainment,rewarded_video,360,640,en,2026-01-20,celebrity,exclusive,Get offer,Watch what’s trending,Cancel anytime,lime,calm,20,0.359,12,0.932,0.429,0.249,0.94,0.463,2,2,0,0,0,1,assets/creative_500609.png
500610,20101,BingeLayer,BingeLayer Plus,entertainment,rewarded_video,360,640,en,2026-01-26,trust,exclusive,Get offer,Exclusive tonight,New hits every week,orange,urgent,10,0.333,63,0.797,0.484,0.02,0.839,0.619,0,2,0,0,0,1,assets/creative_500610.png
500611,20101,BingeLayer,BingeLayer Plus,entertainment,rewarded_video,360,640,en,2026-01-16,drama,exclusive,Try for free,A new season drops,New hits every week,purple,excited,15,0.485,12,0.725,0.577,0.244,0.99,0.966,2,2,0,0,0,1,assets/creative_500611.png
500612,20102,IronQuest,IronQuest Arena,gaming,banner,320,480,en,2026-01-27,gameplay,free rewards,Claim reward,Join the arena,Play with friends tonight,purple,excited,0,0.426,47,0.629,0.823,0.393,0.609,0.695,0,2,0,0,1,0,assets/creative_500612.png
500613,20102,IronQuest,IronQuest Arena,gaming,interstitial,360,640,en,2026-01-30,competitive,challenge,Watch now,Win epic rewards,Play with friends tonight,purple,calm,5,0.344,38,0.628,0.589,0.284,0.739,0.76,0,2,0,0,0,0,assets/creative_500613.png
500614,20102,IronQuest,IronQuest Arena,gaming,playable,360,640,de,2026-01-25,competitive,challenge,Learn more,Join the arena,No ads in first week,purple,urgent,30,0.111,46,0.735,0.541,0.665,0.777,0.784,3,3,0,0,1,0,assets/creative_500614.png
500615,20102,IronQuest,IronQuest Arena,gaming,playable,360,640,en,2026-01-21,minimalist,challenge,Install now,Level up today,Play with friends tonight,orange,urgent,15,0.545,52,0.682,0.563,0.578,0.817,0.889,1,1,0,0,1,0,assets/creative_500615.png
500616,20102,IronQuest,IronQuest Arena,gaming,playable,360,640,en,2026-02-06,fantasy,competition,Claim reward,Join the arena,Free rewards for new players,blue,premium,15,0.392,35,0.637,0.308,0.324,0.771,1.0,0,2,0,0,1,0,assets/creative_500616.png
500617,20102,IronQuest,IronQuest Arena,gaming,rewarded_video,360,640,en,2026-01-21,reward,challenge,Install now,Beat your rivals,Free rewards for new players,purple,playful,20,0.142,40,0.705,0.267,0.468,0.674,0.868,0,0,0,1,1,0,assets/creative_500617.png
500618,20103,CrispBox,CrispBox Club,ecommerce,interstitial,360,640,en,2026-01-07,discount,before/after,Book now,Flash sale live,Only this weekend,purple,premium,0,0.636,42,0.99,0.474,0.22,0.406,0.424,1,1,1,1,0,1,assets/creative_500618.png
500619,20103,CrispBox,CrispBox Club,ecommerce,banner,320,480,en,2026-01-17,ugc,before/after,Book now,Flash sale live,Free shipping over $25,lime,calm,0,0.814,61,0.697,0.719,0.469,0.782,0.612,1,2,1,0,0,1,assets/creative_500619.png
500620,20103,CrispBox,CrispBox Club,ecommerce,native,320,320,es,2026-01-22,discount,free shipping,Start now,Flash sale live,Only this weekend,purple,playful,0,0.5,51,0.866,0.567,0.218,0.499,0.432,1,3,1,1,0,0,assets/creative_500620.png
500621,20103,CrispBox,CrispBox Club,ecommerce,interstitial,360,640,es,2026-01-22,ugc,new collection,Order now,Your next favorite pick,Shop bestsellers now,orange,excited,12,0.639,56,0.845,0.926,0.191,0.719,0.547,2,4,0,1,0,1,assets/creative_500621.png
500622,20103,CrispBox,CrispBox Club,ecommerce,native,320,320,en,2026-01-09,food-closeup,free shipping,Watch now,Up to 40% off,Shop bestsellers now,pink,trustworthy,0,0.772,86,0.724,0.62,0.6,0.413,0.276,2,4,0,1,0,1,assets/creative_500622.png
500623,20103,CrispBox,CrispBox Club,ecommerce,banner,320,480,es,2026-01-22,fantasy,free rewards,Shop now,New collection drop,Shop bestsellers now,lime,adventurous,0,0.567,63,0.734,0.338,0.42,0.504,0.537,0,3,0,0,0,1,assets/creative_500623.png
500624,20104,SwiftStack,SwiftStack Invest,fintech,rewarded_video,360,640,en,2026-01-24,trust,save smarter,Claim reward,Save with confidence,No hidden fees,green,playful,10,0.263,71,0.99,0.736,0.083,0.404,0.37,1,2,0,0,0,0,assets/creative_500624.png
500625,20104,SwiftStack,SwiftStack Invest,fintech,banner,320,480,es,2026-01-22,feature-focus,save smarter,Order now,Track every euro,No hidden fees,blue,adventurous,0,0.253,53,0.862,0.98,0.02,0.652,0.331,2,1,0,0,0,0,assets/creative_500625.png
500626,20104,SwiftStack,SwiftStack Invest,fintech,interstitial,360,640,fr,2026-01-09,feature-focus,fast,Learn more,Earn cashback daily,Built for peace of mind,white,adventurous,8,0.312,63,0.914,0.835,0.164,0.421,0.478,3,0,0,0,0,0,assets/creative_500626.png
500627,20104,SwiftStack,SwiftStack Invest,fintech,interstitial,360,640,es,2026-01-21,trust,cashback,Shop now,Secure & simple,No hidden fees,blue,premium,8,0.575,70,0.837,0.863,0.43,0.46,0.346,2,2,1,0,0,0,assets/creative_500627.png
500628,20104,SwiftStack,SwiftStack Invest,fintech,native,320,320,fr,2026-01-17,trust,cashback,Claim reward,"Your money, clearer",No hidden fees,orange,playful,0,0.576,83,0.827,0.943,0.42,0.621,0.581,1,1,0,0,0,0,assets/creative_500628.png
500629,20104,SwiftStack,SwiftStack Invest,fintech,interstitial,360,640,es,2026-01-18,testimonial,security,Try for free,Earn cashback daily,"Fast signup, instant card",white,trustworthy,0,0.363,77,0.862,0.845,0.135,0.416,0.184,1,2,0,1,0,1,assets/creative_500629.png
500630,20105,NomadLayer,NomadLayer Flights,travel,interstitial,360,640,fr,2026-01-30,competitive,escape,Try for free,Dream destinations await,Special fares today,teal,calm,8,0.366,92,0.983,0.856,0.254,0.647,0.497,3,2,1,0,0,0,assets/creative_500630.png
500631,20105,NomadLayer,NomadLayer Flights,travel,interstitial,360,640,en,2026-01-29,wanderlust,book now,Book now,Escape this weekend,Hotels + flights in one tap,purple,playful,12,0.527,85,0.731,0.736,0.246,0.915,0.062,0,0,0,1,0,0,assets/creative_500631.png
500632,20105,NomadLayer,NomadLayer Flights,travel,rewarded_video,360,640,fr,2026-01-17,drama,escape,Get offer,Fly smarter,Special fares today,blue,trustworthy,15,0.832,45,0.789,0.568,0.169,0.77,0.665,1,0,0,1,0,0,assets/creative_500632.png
500633,20105,NomadLayer,NomadLayer Flights,travel,rewarded_video,360,640,pt,2026-01-28,discount,escape,Learn more,Escape this weekend,Hotels + flights in one tap,blue,urgent,15,0.521,53,0.644,0.71,0.126,0.32,0.689,1,0,1,1,0,0,assets/creative_500633.png
500634,20105,NomadLayer,NomadLayer Flights,travel,rewarded_video,360,640,pt,2026-01-23,destination,last-minute deal,Book now,Dream destinations await,Special fares today,orange,calm,6,0.391,61,0.9,0.789,0.139,0.977,0.669,1,1,1,0,0,0,assets/creative_500634.png
500635,20105,NomadLayer,NomadLayer Flights,travel,native,320,320,en,2026-01-26,destination,discover,Shop now,Book your next trip,Special fares today,lime,adventurous,0,0.463,56,0.893,0.532,0.232,0.773,0.421,1,2,1,0,0,0,assets/creative_500635.png
500636,20106,PlateSprint,PlateSprint Go,food_delivery,native,320,320,en,2026-02-01,fantasy,2-for-1,Get offer,2-for-1 tonight,Free delivery over $15,red,excited,0,0.194,46,0.79,0.519,0.226,0.432,0.625,2,3,0,1,0,0,assets/creative_500636.png
500637,20106,PlateSprint,PlateSprint Go,food_delivery,native,320,320,fr,2026-01-30,combo,2-for-1,Install now,"Fast food, fast",Late-night deals available,orange,trustworthy,0,0.533,62,0.881,0.677,0.268,0.608,0.249,0,3,0,1,0,0,assets/creative_500637.png
500638,20106,PlateSprint,PlateSprint Go,food_delivery,banner,320,480,fr,2026-01-18,fantasy,late-night,Get offer,Dinner in minutes,Fresh favorites nearby,orange,trustworthy,0,0.652,52,0.802,0.631,0.678,0.402,0.475,0,1,0,0,0,0,assets/creative_500638.png
500639,20106,PlateSprint,PlateSprint Go,food_delivery,native,320,320,fr,2026-01-31,urgency,late-night,Try for free,"Fast food, fast",Late-night deals available,black,adventurous,0,0.247,64,0.906,0.76,0.02,0.617,0.562,1,2,1,1,0,0,assets/creative_500639.png
500640,20106,PlateSprint,PlateSprint Go,food_delivery,banner,320,480,en,2026-01-28,trust,free delivery,Shop now,Dinner in minutes,Late-night deals available,purple,excited,0,0.281,56,0.977,0.746,0.54,0.588,0.487,2,4,0,1,0,0,assets/creative_500640.png
500641,20106,PlateSprint,PlateSprint Go,food_delivery,interstitial,360,640,fr,2026-01-18,food-closeup,book now,Start now,Hungry? We got you,Fresh favorites nearby,purple,premium,12,0.406,70,0.794,0.625,0.385,0.386,0.623,3,2,1,1,0,0,assets/creative_500641.png
500642,20107,StarVault,StarVault Plus,entertainment,rewarded_video,360,640,fr,2026-01-13,drama,watch now,Learn more,Watch what’s trending,Start free today,blue,excited,6,0.352,50,0.803,0.525,0.51,0.915,0.728,1,1,0,1,0,0,assets/creative_500642.png
500643,20107,StarVault,StarVault Plus,entertainment,interstitial,360,640,es,2026-01-12,drama,trending,Shop now,A new season drops,New hits every week,blue,calm,5,0.337,34,0.831,0.367,0.247,0.683,0.653,2,1,0,0,1,0,assets/creative_500643.png
500644,20107,StarVault,StarVault Plus,entertainment,native,320,320,it,2026-01-11,celebrity,2-for-1,Order now,A new season drops,Start free today,orange,calm,0,0.205,56,0.784,0.55,0.02,0.951,0.701,3,3,0,0,1,0,assets/creative_500644.png
500645,20107,StarVault,StarVault Plus,entertainment,native,320,320,es,2026-01-21,trailer,exclusive,Shop now,A new season drops,New hits every week,blue,playful,0,0.306,39,0.691,0.652,0.418,0.99,0.493,2,1,0,0,0,0,assets/creative_500645.png
500646,20107,StarVault,StarVault Plus,entertainment,interstitial,360,640,es,2026-01-05,minimalist,watch now,Order now,Stream the hype,Start free today,blue,trustworthy,5,0.244,14,0.669,0.536,0.239,0.801,0.635,1,1,0,0,1,1,assets/creative_500646.png
500647,20107,StarVault,StarVault Plus,entertainment,native,320,320,it,2026-01-20,gameplay,watch now,Get offer,Stream the hype,New hits every week,purple,playful,0,0.431,49,0.858,0.458,0.759,0.972,0.61,3,1,0,0,0,0,assets/creative_500647.png
500648,20108,PixelForge,PixelForge Battle,gaming,rewarded_video,360,640,pt,2026-01-08,gameplay,competition,Learn more,Beat your rivals,Free rewards for new players,lime,premium,10,0.263,41,0.638,0.725,0.467,0.87,1.0,1,1,0,0,1,0,assets/creative_500648.png
500649,20108,PixelForge,PixelForge Battle,gaming,rewarded_video,360,640,en,2026-01-15,product-focus,competition,Install now,Win epic rewards,No ads in first week,purple,excited,6,0.313,39,0.916,0.733,0.209,0.387,1.0,1,0,0,0,1,0,assets/creative_500649.png
500650,20108,PixelForge,PixelForge Battle,gaming,interstitial,360,640,fr,2026-01-19,product-focus,book now,Try for free,Win epic rewards,Play with friends tonight,purple,adventurous,0,0.465,39,0.744,0.98,0.635,0.579,0.991,1,0,0,0,0,1,assets/creative_500650.png
500651,20108,PixelForge,PixelForge Battle,gaming,banner,320,480,en,2026-01-16,fantasy,watch now,Book now,Level up today,Free rewards for new players,purple,urgent,0,0.449,42,0.445,0.64,0.156,0.559,0.709,0,2,0,0,1,1,assets/creative_500651.png
500652,20108,PixelForge,PixelForge Battle,gaming,rewarded_video,360,640,en,2026-01-20,reward,watch now,Shop now,Join the arena,No ads in first week,blue,trustworthy,30,0.399,64,0.709,0.511,0.668,0.554,1.0,0,1,0,0,1,0,assets/creative_500652.png
500653,20108,PixelForge,PixelForge Battle,gaming,interstitial,360,640,en,2026-01-17,fantasy,limited offer,Start now,Join the arena,Play with friends tonight,lime,adventurous,12,0.05,32,0.649,0.528,0.489,0.477,0.941,0,2,0,0,0,1,assets/creative_500653.png
500654,20109,VantaStyle,VantaStyle Outlet,ecommerce,banner,320,480,en,2026-01-12,testimonial,free shipping,Book now,Up to 40% off,Shop bestsellers now,purple,excited,0,0.51,47,0.914,0.54,0.176,0.491,0.392,0,3,1,0,0,0,assets/creative_500654.png
500655,20109,VantaStyle,VantaStyle Outlet,ecommerce,interstitial,360,640,it,2026-01-14,discount,new collection,Claim reward,Flash sale live,Shop bestsellers now,black,premium,8,0.62,49,0.945,0.522,0.446,0.591,0.477,1,2,1,1,0,0,assets/creative_500655.png
500656,20109,VantaStyle,VantaStyle Outlet,ecommerce,banner,320,480,en,2026-01-06,testimonial,new collection,Book now,Up to 40% off,Shop bestsellers now,orange,adventurous,0,0.372,40,0.99,0.821,0.2,0.555,0.686,1,3,1,0,0,1,assets/creative_500656.png
500657,20109,VantaStyle,VantaStyle Outlet,ecommerce,interstitial,360,640,it,2026-01-10,testimonial,free shipping,Book now,Flash sale live,Only this weekend,blue,trustworthy,12,0.327,52,0.727,0.571,0.322,0.468,0.351,0,0,1,0,0,1,assets/creative_500657.png
